ncm,descripcion,die_aec,tasa_estadistica,iva,iva_reducido,bk_bit,nota
25201011,En trozos irregulares (piedras),4,3,21,false,,Base NCM feb-2023 (Kaggle).
25201019,Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25201020,Anhidrita,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25202010,Molidos. aptos para uso odontologico,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25202090,Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25210000,CASTINAS; PIEDRAS PARA LA FABRICACION DE CAL O DE CEMENTO.,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25221000,-Cal viva,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25222000,-Cal apagada,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25223000,-Cal hidraulica,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25231000,-Cementos sin pulverizar o clinker,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25232100,--Cemento blanco. incluso coloreado artificialmente,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25232910,Cemento normal,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25232990,Cemento para pozos petroleros segun Norma API. STD 10A y SPEC 10A. clases A a H,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25233000,-Cementos aluminosos,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25239000,Cemento de albañileria segun Norma IRAM 1685,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25241000,-Crocidolita,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25249000,En fibras,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25251000,"-Mica en bruto o exfoliada en hojas o en laminillas irregulares (""splittings"")",4,3,21,false,,Base NCM feb-2023 (Kaggle).
25252000,-Mica en polvo,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25253000,-Desperdicios de mica,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25261000,En bruto,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25262000,Esteatita natural,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25280000,Boratos de sodio naturales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25291000,-Feldespato,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25292100,--Con un contenido de fluoruro de calcio inferior o igual al 97 % en peso,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25292200,--Con un contenido de fluoruro de calcio superior al 97 % en peso,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25293000,Leucita,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25301010,Perlita,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25301090,Vermiculita,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25302000,-Kieserita. epsomita (sulfatos de magnesio naturales),4,3,21,false,,Base NCM feb-2023 (Kaggle).
25309010,Espodumeno,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25309020,Arena de circonio micronizada. apta para la preparacion de esmaltes ceramicos,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25309030,Minerales de metales de las tierras raras,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25309040,Tierra de siena,4,3,21,false,,Base NCM feb-2023 (Kaggle).
25309090,Minerales de estroncio. incluso calcinados,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26011100,Hematites,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26011210,Hematites,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26011290,Hematites,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26012000,Aglomeradas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26020010,Rodocrosita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26020090,Rodocrosita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26030010,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26030090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26040000,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26050000,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26060011,Sin calcinar,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26060012,Calcinada,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26060090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26070000,Minerales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26080010,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26080090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26090000,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26100010,Cromita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26100090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26110000,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26121000,Minerales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26122000,Minerales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26131010,Molibdenita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26131090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26139010,Molibdenita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26139090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26140010,Ilmenita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26140090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26151010,Badeleyita,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26151020,Circon,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26151090,Minerales,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26159000,De niobio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26161000,-Minerales de plata y sus concentrados,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26169000,De oro,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26171000,-Minerales de antimonio y sus concentrados,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26179000,De mercurio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26180000,ESCORIAS GRANULADAS (ARENA DE ESCORIAS) DE LA SIDERURGIA.,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26190000,ESCORIAS (EXCEPTO LAS GRANULADAS). BATIDURAS Y DEMaS DESPERDICIOS DE LA SIDERURGIA.,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26201100,--Matas de galvanizacion,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26201900,--Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26202100,--Lodos de gasolina con plomo y lodos de compuestos antidetonantes con plomo,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26202900,--Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26203000,-Que contengan principalmente cobre,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26204000,-Que contengan principalmente aluminio,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26206000,-Que contengan arsenico. mercurio. talio o sus mezclas. de los tipos utilizados para la extraccion de arsenico o de estos metales o para la elaboracion de sus compuestos quimicos,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26209100,--Que contengan antimonio. berilio. cadmio. cromo o sus mezclas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26209910,Que contengan principalmente titanio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
26209990,Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26211000,-Cenizas y residuos procedentes de la incineracion de desechos y desperdicios municipales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26219010,Cenizas de origen vegetal,4,3,21,false,,Base NCM feb-2023 (Kaggle).
26219090,Las demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
27011100,--Antracitas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27011200,--Hulla bituminosa,,3,21,false,,Base NCM feb-2023 (Kaggle).
27011900,--Las demas hullas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27012000,-Briquetas. ovoides y combustibles solidos similares. obtenidos de la hulla,,3,21,false,,Base NCM feb-2023 (Kaggle).
27021000,-Lignitos. incluso pulverizados. pero sin aglomerar,,3,21,false,,Base NCM feb-2023 (Kaggle).
27022000,-Lignitos aglomerados,,3,21,false,,Base NCM feb-2023 (Kaggle).
27030000,TURBA (COMPRENDIDA LA UTILIZADA PARA CAMA DE ANIMALES). INCLUSO AGLOMERADA.,,3,21,false,,Base NCM feb-2023 (Kaggle).
27040011,Con granulometria superior o igual a 80 mm,,3,21,false,,Base NCM feb-2023 (Kaggle).
27040012,Con granulometria inferior a 80 mm,,3,21,false,,Base NCM feb-2023 (Kaggle).
27040090,Carbon de retorta,,3,21,false,,Base NCM feb-2023 (Kaggle).
27050000,GAS DE HULLA. GAS DE AGUA. GAS POBRE Y GASES SIMILARES. EXCEPTO EL GAS DE PETROLEO Y DEMaS HIDROCARBUROS GASEOSOS.,,3,21,false,,Base NCM feb-2023 (Kaggle).
27060000,Alquitran de hulla,,3,21,false,,Base NCM feb-2023 (Kaggle).
27071000,-Benzol (benceno),,3,21,false,,Base NCM feb-2023 (Kaggle).
27072000,-Toluol (tolueno),,3,21,false,,Base NCM feb-2023 (Kaggle).
27073000,-Xilol (xilenos),,3,21,false,,Base NCM feb-2023 (Kaggle).
27074000,-Naftaleno,,3,21,false,,Base NCM feb-2023 (Kaggle).
27075010,Mezclas que contengan trimetilbencenos y etiltoluenos. como componentes mayoritarios,4,3,21,false,,Base NCM feb-2023 (Kaggle).
27075090,Mezcla de alquil-bencenos de formula C10 H14 y C11 H16 como componentes mayoritarios,,3,21,false,,Base NCM feb-2023 (Kaggle).
27079100,--Aceites de creosota,,3,21,false,,Base NCM feb-2023 (Kaggle).
27079910,Cresoles,,3,21,false,,Base NCM feb-2023 (Kaggle).
27079990,Antracenos,,3,21,false,,Base NCM feb-2023 (Kaggle).
27081000,-Brea,,3,21,false,,Base NCM feb-2023 (Kaggle).
27082000,-Coque de brea,,3,21,false,,Base NCM feb-2023 (Kaggle).
27090010,En envases con capacidad inferior o igual a 205 l,,3,21,false,,Base NCM feb-2023 (Kaggle).
27090090,Los demas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101210,Hexano comercial,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101221,Diisobutileno,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101229,En envases con capacidad inferior o igual a 205 l,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101230,En envases con capacidad inferior o igual a 205 l.,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101241,Para petroquimica,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101249,Solventes (cuya curva de destilacion. metodo ASTM D 86 (equivalente al metodo ISO 3405) o IRAM A 6600. tenga un punto inicial minimo de 40°C y un punto seco maximo de 150°C)(Decreto 1129/01),,3,21,false,,Base NCM feb-2023 (Kaggle).
27101251,De aviacion,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101259,De RON inferior o igual a 92,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101260,Mezcla de hidrocarburos aciclicos y ciclicos. saturados. derivados de fracciones del petroleo. con un contenido de hidrocarburos aromaticos inferior al 2% en peso. cuya curva de destilacion. segun el metodo ISO 3405 (equivalente al metodo ASTM D 86) presenta un punto inicial minimo de 70°C y una proporcion de destilado superior o igual al 90% en volumen a 210°C,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101290,En envases con capacidad inferior o igual a 205 l.,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101911,De aviacion,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101919,En envases con capacidad inferior o igual a 205 l.,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101921,"Gasoleo (""gas oil"")",,3,21,false,,Base NCM feb-2023 (Kaggle).
27101922,"Fuel (""fuel oil"")",,3,21,false,,Base NCM feb-2023 (Kaggle).
27101929,En envases con capacidad inferior o igual a 205 l,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101931,Sin aditivos,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101932,De los tipos utilizados en los vehiculos del Capitulo 87,6,3,21,false,,Base NCM feb-2023 (Kaggle).
27101991,Aceites minerales blancos (aceites de vaselina o de parafina),4,3,21,false,,Base NCM feb-2023 (Kaggle).
27101992,Para frenos hidraulicos,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101993,Aceites para aislacion electrica,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101994,Mezcla de hidrocarburos aciclicos y ciclicos. saturados. derivados de fracciones del petroleo. con un contenido de hidrocarburos aromaticos inferior al 2% en peso. que destila segun el metodo ISO 3405 (equivalente al metodo ASTM D 86) una proporcion inferior al 90% en volumen a 210°C con un punto final maximo de 360°C,,3,21,false,,Base NCM feb-2023 (Kaggle).
27101999,Preparaciones para desmoldeo,,3,21,false,,Base NCM feb-2023 (Kaggle).
27102000,Mezcla B-20,,3,21,false,,Base NCM feb-2023 (Kaggle).
27109100,--Que contengan difenilos policlorados (PCB). terfenilos policlorados (PCT) o difenilos polibromados (PBB),,3,21,false,,Base NCM feb-2023 (Kaggle).
27109900,Que contengan monometiltetraclorodifenilmetano. monometildiclorodifenilmetano o monometildibromodifenilmetano,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111100,--Gas natural,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111210,Crudo,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111290,Los demas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111300,--Butanos,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111400,--Etileno. propileno. butileno y butadieno,,3,21,false,,Base NCM feb-2023 (Kaggle).
27111910,De uso automotor (Dto.1396/01),,3,21,false,,Base NCM feb-2023 (Kaggle).
27111990,Los demas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27112100,--Gas natural,,3,21,false,,Base NCM feb-2023 (Kaggle).
27112910,Butanos,,3,21,false,,Base NCM feb-2023 (Kaggle).
27112990,Los demas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27121000,-Vaselina,4,3,21,false,,Base NCM feb-2023 (Kaggle).
27122000,-Parafina con un contenido de aceite inferior al 0.75 % en peso,4,3,21,false,,Base NCM feb-2023 (Kaggle).
27129000,Cera de petroleo microcristalina,4,3,21,false,,Base NCM feb-2023 (Kaggle).
27131100,--Sin calcinar,,3,21,false,,Base NCM feb-2023 (Kaggle).
27131200,Con un contenido mayor a 98.5 % de carbono destinado a la fabricacion de anodos para la produccion de aluminio primario y otros usos no combustibles,2,3,21,false,,Base NCM feb-2023 (Kaggle).
27132000,-Betun de petroleo,,3,21,false,,Base NCM feb-2023 (Kaggle).
27139000,-Los demas residuos de los aceites de petroleo o de mineral bituminoso,,3,21,false,,Base NCM feb-2023 (Kaggle).
27141000,-Pizarras y arenas bituminosas,,3,21,false,,Base NCM feb-2023 (Kaggle).
27149000,Betunes y asfaltos naturales,,3,21,false,,Base NCM feb-2023 (Kaggle).
27150000,"MEZCLAS BITUMINOSAS A BASE DE ASFALTO O DE BETÃN NATURALES. DE BETÃN DE PETROLEO. DE ALQUITRaN MINERAL O DE BREA DE ALQUITRaN MINERAL (POR EJEMPLO: MaSTIQUES BITUMINOSOS. ""CUT BACKS"").",,3,21,false,,Base NCM feb-2023 (Kaggle).
27160000,ENERGÃA ELECTRICA.,,3,21,false,,Base NCM feb-2023 (Kaggle).
28011000,-Cloro,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28012010,Sublimado,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28012090,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28013000,Fluor,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28020000,Azufre sublimado o precipitado,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28030011,Negro de acetileno,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28030019,Los demas,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28030090,Los demas,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28041000,-Hidrogeno,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28042100,--Argon,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28042910,Helio liquido,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28042990,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28043000,-Nitrogeno,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28044000,De uso medicinal,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28045000,Boro,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28046100,--Con un contenido de silicio superior o igual al 99.99 % en peso,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28046900,--Los demas,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28047010,Blanco,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28047020,En disolucion acuosa con una concentracion inferior o igual al 30 % P/V,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28047030,Negro,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28048000,Destinado a uso agricola (R.G. 2146/06 AFIP),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28049000,-Selenio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28051100,--Sodio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28051200,--Calcio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28051910,Estroncio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28051920,Bario,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28051990,Litio (R.479/98 MEOSP),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28053010,"Aleacion de cerio. con un contenido de hierro inferior o igual al 5 % en peso (""Mischmetal"")",2,3,21,false,,Base NCM feb-2023 (Kaggle).
28053090,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28054000,-Mercurio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28061010,En estado gaseoso o licuado,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28061020,Con una concentracion superior al 20 % P/V,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28062000,-acido clorosulfurico,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28070010,En disolucion acuosa con una concentracion inferior o igual al 30 % P/V,4,3,21,false,,Base NCM feb-2023 (Kaggle).
28070020,Oleum (acido sulfurico fumante),4,3,21,false,,Base NCM feb-2023 (Kaggle).
28080010,Rojo (Dto.603/92),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28080020,acidos sulfonitricos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28091000,-Pentoxido de difosforo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28092011,Con un contenido de hierro inferior a 750 ppm,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28092019,Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
28092020,acidos metafosforicos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28092030,acido pirofosforico,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28092090,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28100010,acido ortoborico,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28100090,Los demas,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28111100,--Fluoruro de hidrogeno (acido fluorhidrico),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28111200,--Cianuro de hidrogeno (acido cianhidrico),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28111910,acido aminosulfonico (acido sulfamico),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28111920,acido fosfonico (acido fosforoso),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28111930,acido perclorico,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28111940,Fluoroacidos y demas compuestos de fluor,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28111990,Acido fosfinico (acido hipofosforoso),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28112100,--Dioxido de carbono,4,3,21,false,,Base NCM feb-2023 (Kaggle).
28112210,Obtenido por precipitacion quimica (R.359/99 MEOSP),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28112220,Tipo aerogel,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28112230,Gel de silice,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28112290,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28112910,Dioxido de azufre,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28112990,Anhidrido sulfurico (R.2020/93 ex-ANA),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121100,--Dicloruro de carbonilo (fosgeno),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121200,--Oxicloruro de fosforo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121300,--Tricloruro de fosforo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121400,--Pentacloruro de fosforo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121500,--Monocloruro de azufre,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121600,--Dicloruro de azufre,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121700,--Cloruro de tionilo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121911,Tricloruro de arsenico,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121919,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28121920,Oxicloruros,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28129000,-Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28131000,-Disulfuro de carbono,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28139010,Pentasulfuro de difosforo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28139090,Trisulfuro de fosforo comercial,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28141000,-Amoniaco anhidro,4,3,21,false,,Base NCM feb-2023 (Kaggle).
28142000,Con una concentracion superior al 20 % P/V,4,3,21,false,,Base NCM feb-2023 (Kaggle).
28151100,--Solido,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28151200,Con una concentracion inferior o igual al 30 % P/V,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28152000,En disolucion acuosa con una concentracion inferior o igual al 30 % P/V,6,3,21,false,,Base NCM feb-2023 (Kaggle).
28153000,De sodio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28161010,Hidroxido,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28161020,Peroxido,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28164010,Hidroxido de bario,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28164090,Oxido de estroncio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28170010,Oxido de cinc (blanco de cinc),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28170020,Peroxido de cinc,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28181010,Blanco. que pase a traves de un tamiz con abertura de malla de 63 micrometros en una proporcion superior al 90 % en peso,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28181090,Blanco,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28182010,Alumina calcinada,,3,21,false,,Base NCM feb-2023 (Kaggle).
28182090,Alumina tabular,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28183000,-Hidroxido de aluminio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28191000,-Trioxido de cromo,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28199010,Oxidos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28199020,Hidroxidos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28201000,-Dioxido de manganeso,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28209010,Oxido manganoso,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28209020,Trioxido de dimanganeso (sesquioxido de manganeso),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28209030,Tetraoxido de trimanganeso (oxido salino de manganeso),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28209040,Heptaoxido de dimanganeso (anhidrido permanganico),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28211011,Con un contenido de Fe2O3 superior o igual al 85 % en peso (R.942/98 MEOSP),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28211019,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28211020,Oxido ferrosoferrico (oxido magnetico de hierro) con un contenido de Fe3O4 superior o igual al 93 % en peso,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28211030,Hidroxidos de hierro,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28211090,Los demas,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28212000,-Tierras colorantes,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28220010,Tetraoxido de tricobalto (oxido salino de cobalto),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28220090,Los demas oxidos de cobalto,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28230010,Tipo anatasa,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28230090,Los demas,8,3,21,false,,Base NCM feb-2023 (Kaggle).
28241000,-Monoxido de plomo (litargirio. masicote),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28249010,Minio y minio anaranjado,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28249090,Los demas,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28251010,Con una concentracion de hidrazina superior al 70 % en peso (Dto. 603/92),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28251020,Hidroxilamina y sus sales inorganicas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28252010,Oxido,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28252020,Hidroxido,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28253010,Pentoxido de divanadio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28253090,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28254010,Oxido niqueloso,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28254090,Hidroxidos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28255010,Oxido cuprico. con un contenido de CuO superior o igual al 98 % en peso,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28255090,Hidroxidos,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28256010,Oxidos de germanio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28256020,Dioxido de circonio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28257010,Trioxido de molibdeno,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28257090,Los demas,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28258010,Trioxido de antimonio,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28258090,Los demas,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28259010,Oxido de cadmio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28259020,Trioxido de volframio (tungsteno),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28259090,Oxido,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28261200,--De aluminio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28261910,Trifluoruro de cromo,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28261920,Fluoruro acido de amonio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28261990,Fluoruro (Dto.603/92),10,3,21,false,,Base NCM feb-2023 (Kaggle).
28263000,-Hexafluoroaluminato de sodio (criolita sintetica),2,3,21,false,,Base NCM feb-2023 (Kaggle).
28269010,Fluoroaluminato de potasio,2,3,21,false,,Base NCM feb-2023 (Kaggle).
28269020,Hexafluorosilicato de sodio,10,3,21,false,,Base NCM feb-2023 (Kaggle).
28269090,Los demas,10,3,21,false,,Base NCM feb-2023 (Kaggle).
