ncm,descripcion,die_aec,tasa_estadistica,iva,iva_reducido,bk_bit,nota
48026192,Kraft,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48026199,De peso inferior a 40 g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48026210,Resmas tamaño A 4,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48026291,De peso inferior o igual a 57 g/m2. con un contenido de fibras de madera obtenidas por procedimiento mecanico superior o igual al 65 % en peso del contenido total de fibra,6,3,21,false,,Base NCM feb-2023 (Kaggle).
48026292,Kraft,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48026299,De peso inferior a 40 g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48026910,Acondicionadas para la venta al por menor (Res.798/99 SICyM),16,3,21,false,,Base NCM feb-2023 (Kaggle).
48026991,De peso inferior o igual a 57 g/m2. con un contenido de fibras de madera obtenidas por procedimiento mecanico superior o igual al 65 % en peso del contenido total de fibra,6,3,21,false,,Base NCM feb-2023 (Kaggle).
48026992,Kraft,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48026999,De peso inferior a 40 g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48030010,Guata de celulosa y napa de fibras de celulosa,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48030090,Papel para toallas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48041100,--Crudos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48041900,--Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48042100,--Crudo,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48042900,--Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48043110,De rigidez dielectrica superior o igual a 600 V (metodo ASTM D 202 o equivalente),2,3,21,false,,Base NCM feb-2023 (Kaggle).
48043190,Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48043910,De rigidez dielectrica superior o igual a 600 V (metodo ASTM D202 o equivalente),2,3,21,false,,Base NCM feb-2023 (Kaggle).
48043990,Extensibles. aptos para la fabricacion de sacos (bolsas),12,3,21,false,,Base NCM feb-2023 (Kaggle).
48044100,--Crudos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48044200,--Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento quimico superior al 95 % en peso del contenido total de fibra,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48044900,--Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48045100,--Crudos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48045200,--Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento quimico superior al 95 % en peso del contenido total de fibra,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48045910,Semiblanqueados. con un contenido de fibras de madera obtenidas por procedimiento quimico del 100 % en peso,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48045990,Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48051100,--Papel semiquimico para acanalar,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48051200,De peso inferior o igual a 150 g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48051900,De peso inferior o igual a 150 g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48052400,Con todas las capas blanqueadas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48052500,Con todas las capas blanqueadas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48053000,-Papel sulfito para envolver,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48054010,De peso superior a 15 g/m2 pero inferior o igual a 25 g/m2 y con un contenido de fibras sinteticas termosoldables superior o igual al 20 % pero inferior o igual al 30 %. en peso. del contenido total de fibras,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48054090,Papel para saquitos de te,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48055000,-Papel y carton fieltro; papel y carton lana,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48059100,Con todas las capas blanqueadas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48059210,Con fibras de vidrio,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48059290,Con todas las capas blanqueadas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48059300,Con todas las capas blanqueadas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48061000,-Papel y carton sulfurizados (pergamino vegetal),12,3,21,false,,Base NCM feb-2023 (Kaggle).
48062000,-Papel resistente a las grasas («greaseproof»),12,3,21,false,,Base NCM feb-2023 (Kaggle).
48063000,-Papel vegetal (papel calco),12,3,21,false,,Base NCM feb-2023 (Kaggle).
48064000,De gramaje superior o igual a 30g/m2 e inferior o igual 100g/m2,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48070000,PAPEL Y CARTON OBTENIDOS POR PEGADO DE HOJAS PLANAS. SIN ESTUCAR NI RECUBRIR EN LA SUPERFICIE Y SIN IMPREGNAR. INCLUSO REFORZADOS INTERIORMENTE. EN BOBINAS (ROLLOS) O EN HOJAS.,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48081000,-Papel y carton corrugados. incluso perforados,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48084000,-Papel Kraft rizado («crepe») o plisado. incluso gofrado. estampado o perforado,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48089000,-Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48092000,-Papel autocopia,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48099000,-Los demas,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101310,Acondicionadas para la venta al por menor,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48101381,Metalizados,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101382,Baritados (estucados con oxido o sulfato de bario),2,3,21,false,,Base NCM feb-2023 (Kaggle).
48101389,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101391,Papel estucado o recubierto en una cara. del tipo «wet strength». resistente a la humedad y al alcali,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48101399,Estucados por una cara. en los que el 10%. en peso. del contenido total de fibra este constituido por fibras obtenidas por procedimiento mecanico. de peso inferior a 80 g/m2 (Anexos II-3),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101410,Resmas tamaño A 4,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48101481,Metalizados,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101482,Baritados (estucados con oxido o sulfato de bario),2,3,21,false,,Base NCM feb-2023 (Kaggle).
48101489,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101490,Estucados por una cara. en los que el 10 %. en peso. del contenido total de fibra este constituido por fibras obtenidas por procedimiento mecanico. de peso inferior a 80 g/m2 (Anexos II-3),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101910,Acondicionadas para la venta al por menor,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48101981,Metalizados,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101982,Baritados (estucados con oxido o sulfato de bario),2,3,21,false,,Base NCM feb-2023 (Kaggle).
48101989,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48101991,Papel estucado o recubierto en una cara. del tipo «wet strength». resistente a la humedad y al alcali,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48101999,Estucados en una cara. en los que el 10%. en peso. del contenido total de fibra este contituido por fibras obtenidas por procedimiento mecanico. de peso inferior a 80 g/m2 (Anexo II-3),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48102210,Resmas tamaño A 4,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48102290,De peso inferior o igual a 60 g/m2,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48102910,Resmas tamaño A 4,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48102990,Tipo duplex (Res.214/99 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48103110,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48103190,Los demas,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48103210,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48103290,Los demas,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48103910,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48103990,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48109210,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48109290,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48109910,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48109990,De peso superior a 200 g/m2 (Res.662/98 MEOSP),14,3,21,false,,Base NCM feb-2023 (Kaggle).
48111010,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48111090,Alquitranados,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48114110,Papel o carton de la partida 48.02,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48114190,Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48114910,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48114990,Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115110,Aptos para estar en contacto con alimentos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48115121,De silicona,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115122,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115123,De polietileno o polipropileno. en ambas caras. base para papel fotografico,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48115128,Los demas gofrados en la cara recubierta o a revestida,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48115129,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115130,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115910,Aptos para estar en contacto con alimentos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48115921,De polietileno o polipropileno. en ambas caras. base para papel fotografico,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115922,De silicona,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115923,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115929,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48115930,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48116010,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48116090,De cera,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48119010,En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningun lado sea superior a 360 mm. medidos sin plegar,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48119090,Papel termosensible del tipo de los utilizados en telefax,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48120000,Aptos para estar en contacto con alimentos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48131000,En librillos,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48132000,-En bobinas (rollos) de anchura inferior o igual a 5 cm,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48139000,-Los demas,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48142000,Cenefas y frizos,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48149000,Impresos,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48162000,-Papel autocopia,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48169010,Papel carbon (carbonico) y papeles similares,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48169090,Los demas,14,3,21,false,,Base NCM feb-2023 (Kaggle).
48171000,Solamente la parte exterior,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48172000,Sobres carta,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48173000,Cajas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48181000,Doble hoja,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48182000,Pañuelos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48183000,Cuadrados,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48185000,Prendas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48189010,Almohadillas absorbentes de los tipos utilizados en el envasado de productos alimenticios,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48189090,Aptos para estar en contacto con alimentos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48191000,De doble pared,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48192000,De papel Kraft. laminado con aluminio y plastico,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48193000,Para cemento (R.564/97 MEOSP),16,3,21,false,,Base NCM feb-2023 (Kaggle).
48194000,Cucuruchos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48195000,Impresos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48196000,Clasificadores de cartas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48201000,Libros registro,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48202000,Con cantidad de hojas inferior o igual a 50,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48203000,Clasificadores,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48204000,Con hojas de papel carbon (carbonico),16,3,21,false,,Base NCM feb-2023 (Kaggle).
48205000,Para figuritas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48209000,Tapas para libros,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48211000,De identificacion de equipaje aereo,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48219000,Aptas para estar en contacto con alimentos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48221000,-De los tipos utilizados para el bobinado de hilados textiles,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48229000,-Los demas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48232010,Aptos para estar en contacto con alimentos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48232091,En tiras o en bobinas (rollos) de anchura superior a 15 cm pero inferior o igual a 36 cm,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48232099,Papel para saquitos de te,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48234000,-Papel diagrama para aparatos registradores. en bobinas (rollos). hojas o discos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48236100,Bandejas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48236900,Bandejas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48237000,Cajas del tipo de las utilizadas para envasar huevos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
48239010,Cartones perforados para mecanismos Jacquard,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48239020,De rigidez dielectrica superior o igual a 600 V (Metodo ASTM D 202 o equivalente) y peso inferior o igual a 60 g/m2,2,3,21,false,,Base NCM feb-2023 (Kaggle).
48239091,En tiras o en bobinas (rollos) de anchura superior a 15 cm pero inferior o igual a 36 cm,12,3,21,false,,Base NCM feb-2023 (Kaggle).
48239099,Para embalaje de caramelos,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49011000,Elementos complementarios no indispensables para la utilizacion de los impresos o que posean valor propio de comercializacion (precio diferenciado),,3,21,false,,Base NCM feb-2023 (Kaggle).
49019100,Elementos complementarios no indispensables para la utilizacion de los impresos o que posean valor propio de comercializacion (precio diferenciado),,3,21,false,,Base NCM feb-2023 (Kaggle).
49019900,Que contengan agar-agar,,3,21,false,,Base NCM feb-2023 (Kaggle).
49029000,Que contengan algun articulo de la partida 95.03,,3,21,false,,Base NCM feb-2023 (Kaggle).
49030000,Que contengan algun articulo de la partida 95.03,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49051000,Productos alcanzados por la Res. 163/2005 SCT,4,3,21,false,,Base NCM feb-2023 (Kaggle).
49059100,--En formas de libros o folletos,2,3,21,false,,Base NCM feb-2023 (Kaggle).
49059900,Que representen accidentes geograficos naturales,4,3,21,false,,Base NCM feb-2023 (Kaggle).
49060000,Planos originales hechos a mano,4,3,21,false,,Base NCM feb-2023 (Kaggle).
49081000,-Calcomanias vitrificables,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49089000,Tatuajes temporales,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49090000,Con sobres,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49100000,Inferior o igual a tres laminas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49111010,Que contengan informacion relativa al funcionamiento. mantenimiento. reparacion o utilizacion de maquinas. aparatos. vehiculos y demas mercaderias de origen extrazona,,3,21,false,,Base NCM feb-2023 (Kaggle).
49111090,Guias turisticas,16,3,21,false,,Base NCM feb-2023 (Kaggle).
49119100,Figuritas o pegatinas («stickers»),16,3,21,false,,Base NCM feb-2023 (Kaggle).
49119900,Etiquetas de cuero del tipo de las utilizadas en la parte exterior de las prendas de vestir,16,3,21,false,,Base NCM feb-2023 (Kaggle).
50010000,CAPULLOS DE SEDA APTOS PARA EL DEVANADO.,4,3,21,false,,Base NCM feb-2023 (Kaggle).
50020000,SEDA CRUDA (SIN TORCER).,4,3,21,false,,Base NCM feb-2023 (Kaggle).
50030010,Sin cardar ni peinar,4,3,21,false,,Base NCM feb-2023 (Kaggle).
50030090,Los demas,4,3,21,false,,Base NCM feb-2023 (Kaggle).
50040000,HILADOS DE SEDA (EXCEPTO LOS HILADOS DE DESPERDICIOS DE SEDA) SIN ACONDICIONAR PARA LA VENTA AL POR MENOR.,18,3,21,false,,Base NCM feb-2023 (Kaggle).
50050000,HILADOS DE DESPERDICIOS DE SEDA SIN ACONDICIONAR PARA LA VENTA AL POR MENOR.,18,3,21,false,,Base NCM feb-2023 (Kaggle).
50060000,HILADOS DE SEDA O DE DESPERDICIOS DE SEDA. ACONDICIONADOS PARA LA VENTA AL POR MENOR; «PELO DE MESINA» («CRIN DE FLORENCIA»).,18,3,21,false,,Base NCM feb-2023 (Kaggle).
50071010,Estampados. teñidos o de hilados de distintos colores,26,3,21,false,,Base NCM feb-2023 (Kaggle).
50071090,Los demas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
50072010,De peso inferior a 100 g/m2,26,3,21,false,,Base NCM feb-2023 (Kaggle).
50072090,De peso inferior a 100 g/m2,26,3,21,false,,Base NCM feb-2023 (Kaggle).
50079000,Mezclados exclusiva o principalmente con lana,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51011110,De finura superior a 22.05 micrometros. pero inferior o igual a 22.9 micrometros,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51011190,De finura superior o igual a 17 micrometros. pero inferior o igual a 17.4 micrometros,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51011900,--Las demas,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51012100,--Lana esquilada,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51012900,--Las demas,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51013000,-Carbonizada,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51021100,Sucio (R.2012/93 ex-ANA),8,3,21,false,,Base NCM feb-2023 (Kaggle).
51021900,De finura inferior o igual a 27 micrometros,8,3,21,false,,Base NCM feb-2023 (Kaggle).
51022000,Sucio(R.2012/93 ex-ANA),8,3,21,false,,Base NCM feb-2023 (Kaggle).
51031000,De lana,6,3,21,false,,Base NCM feb-2023 (Kaggle).
51032000,-Los demas desperdicios de lana o pelo fino,6,3,21,false,,Base NCM feb-2023 (Kaggle).
51033000,-Desperdicios de pelo ordinario,6,3,21,false,,Base NCM feb-2023 (Kaggle).
51040000,De lana,6,3,21,false,,Base NCM feb-2023 (Kaggle).
51051000,De finura superior o igual a 17 micrometros. pero inferior o igual a 17.4 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51052100,De finura superior o igual a 17 micrometros. pero inferior o igual a 17.4 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51052910,De finura superior o igual a 17 micrometros. pero inferior o igual a 17.4 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51052991,De finura superior o igual a 17 micrometros. pero inferior o igual a 17.4 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51052999,De finura superior a 22.05 micrometros. pero inferior o igual a 22.9 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51053100,Cardado,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51053900,De finura inferior o igual a 27 micrometros,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51054000,De cabra comun cardado,10,3,21,false,,Base NCM feb-2023 (Kaggle).
51061000,-Con un contenido de lana superior o igual al 85 % en peso,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51062000,Mezclado exclusiva o principalmente con pelo fino,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51071011,De dos cabos. de titulo inferior o igual a 184.58 decitex por cabo,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51071019,Los demas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51071090,Los demas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51072000,Mezclado exclusiva o principalmente con seda,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51081000,-Cardado,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51082000,-Peinado,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51091000,-Con un contenido de lana o pelo fino superior o igual al 85 % en peso,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51099000,Mezclado exclusiva o principalmente con seda,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51100000,Acondicionados para la venta al por menor,18,3,21,false,,Base NCM feb-2023 (Kaggle).
51111110,De lana,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51111120,De pelo fino,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51111900,--Los demas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51112000,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51113010,De lana. afieltrados. con trama mezclada exclusivamente con fibras sinteticas y urdimbre exclusivamente de algodon. de peso superior o igual a 600 g/m2. aptos para la fabricacion de pelotas de tenis,2,3,21,false,,Base NCM feb-2023 (Kaggle).
51113090,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51119000,Mezclados exclusiva o principalmente con seda,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51121100,De lana,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51121910,De lana,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51121920,De pelo fino,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51122010,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51122020,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51123010,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51123020,Con nailon o demas poliamidas,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51129000,Mezclados exclusiva o principalmente con seda,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51130011,Con un contenido de pelo ordinario superior o igual al 85 % en peso,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51130012,Con un contenido de pelo ordinario inferior al 85 % en peso. y que contengan algodon,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51130013,Con un contenido de pelo ordinario inferior al 85 % en peso. y que no contengan algodon,26,3,21,false,,Base NCM feb-2023 (Kaggle).
51130020,De crin,26,3,21,false,,Base NCM feb-2023 (Kaggle).
52010010,Sin desmotar,6,3,21,false,,Base NCM feb-2023 (Kaggle).
52010020,"Tipo grado ""B""",6,3,21,false,,Base NCM feb-2023 (Kaggle).
52010090,Los demas,6,3,21,false,,Base NCM feb-2023 (Kaggle).
52021000,-Desperdicios de hilados,6,3,21,false,,Base NCM feb-2023 (Kaggle).
52029100,--Hilachas,6,3,21,false,,Base NCM feb-2023 (Kaggle).
52029900,--Los demas,6,3,21,false,,Base NCM feb-2023 (Kaggle).
52030000,ALGODON CARDADO O PEINADO.,8,3,21,false,,Base NCM feb-2023 (Kaggle).
52041111,De dos cabos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041112,De tres o mas cabos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041120,De algodon crudo. de titulo superior a 5.000 decitex por hilo sencillo,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041131,De dos cabos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041132,De tres o mas cabos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041140,De algodon blanqueado o coloreado. de titulo superior a 5.000 decitex por hilo sencillo,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041911,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041912,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041920,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041931,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041932,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52041940,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52042000,Mezclados exclusiva o principalmente con fibras sinteticas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051100,--De titulo superior o igual a 714.29 decitex (inferior o igual al numero metrico 14),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051200,De titulo inferior a 714.29 decitex pero superior o igual a 491.67 decitex (superior al numero metrico 14 pero inferior o igual al numero metrico 20.34),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051310,Crudos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051390,Los demas,18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051400,--De titulo inferior a 192.31 decitex pero superior o igual a 125 decitex (superior al numero metrico 52 pero inferior o igual al numero metrico 80),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52051500,--De titulo inferior a 125 decitex (superior al numero metrico 80),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52052100,--De titulo superior o igual a 714.29 decitex (inferior o igual al numero metrico 14),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52052200,De titulo inferior a 714.29 decitex pero superior o igual a 491.67 decitex (superior al numero metrico 14 pero inferior o igual al numero metrico 20.34),18,3,21,false,,Base NCM feb-2023 (Kaggle).
52052310,Crudos,18,3,21,false,,Base NCM feb-2023 (Kaggle).
